in Sa,Frequency in Hz,Gain in dB,Phase in °,Amplitude in Vpp
3.83E+02,8.128E+02,2.527E+00,-7.154E+01,2.000E-02
3.84E+02,8.222E+02,2.447E+00,-7.243E+01,2.000E-02
3.85E+02,8.318E+02,2.334E+00,-7.219E+01,2.000E-02
3.86E+02,8.414E+02,2.194E+00,-7.205E+01,2.000E-02
3.87E+02,8.511E+02,2.071E+00,-7.231E+01,2.000E-02
3.88E+02,8.610E+02,2.191E+00,-7.284E+01,2.000E-02
3.89E+02,8.710E+02,1.978E+00,-7.322E+01,2.000E-02
3.90E+02,8.810E+02,1.881E+00,-7.320E+01,2.000E-02
3.91E+02,8.913E+02,1.781E+00,-7.327E+01,2.000E-02
3.92E+02,9.016E+02,1.697E+00,-7.289E+01,2.000E-02
3.93E+02,9.120E+02,1.663E+00,-7.390E+01,2.000E-02
3.94E+02,9.226E+02,1.446E+00,-7.453E+01,2.000E-02
3.95E+02,9.333E+02,1.528E+00,-7.388E+01,2.000E-02
3.96E+02,9.441E+02,1.312E+00,-7.409E+01,2.000E-02
3.97E+02,9.550E+02,1.227E+00,-7.438E+01,2.000E-02
3.98E+02,9.661E+02,1.096E+00,-7.415E+01,2.000E-02
3.99E+02,9.772E+02,1.060E+00,-7.436E+01,2.000E-02
4.00E+02,9.886E+02,9.677E-01,-7.532E+01,2.000E-02
4.01E+02,1.000E+03,9.388E-01,-7.523E+01,2.000E-02
4.02E+02,1.012E+03,7.695E-01,-7.567E+01,2.000E-02
4.03E+02,1.023E+03,6.845E-01,-7.515E+01,2.000E-02
4.04E+02,1.035E+03,5.767E-01,-7.556E+01,2.000E-02
4.05E+02,1.047E+03,4.641E-01,-7.509E+01,2.000E-02
4.06E+02,1.059E+03,3.348E-01,-7.563E+01,2.000E-02
4.07E+02,1.072E+03,2.060E-01,-7.590E+01,2.000E-02
4.08E+02,1.084E+03,1.824E-01,-7.590E+01,2.000E-02
4.09E+02,1.096E+03,1.055E-01,-7.634E+01,2.000E-02
4.10E+02,1.109E+03,6.461E-02,-7.637E+01,2.000E-02
4.11E+02,1.122E+03,-9.372E-02,-7.631E+01,2.000E-02
4.12E+02,1.135E+03,-1.169E-01,-7.681E+01,2.000E-02
4.13E+02,1.148E+03,-2.895E-01,-7.633E+01,2.000E-02
4.14E+02,1.161E+03,-3.821E-01,-7.727E+01,2.000E-02
4.15E+02,1.175E+03,-4.836E-01,-7.720E+01,2.000E-02
4.16E+02,1.189E+03,-5.661E-01,-7.741E+01,2.000E-02
4.17E+02,1.202E+03,-6.722E-01,-7.720E+01,2.000E-02
4.18E+02,1.216E+03,-7.560E-01,-7.790E+01,2.000E-02
4.19E+02,1.230E+03,-8.124E-01,-7.760E+01,2.000E-02
4.20E+02,1.245E+03,-9.488E-01,-7.766E+01,2.000E-02
4.21E+02,1.259E+03,-1.086E+00,-7.745E+01,2.000E-02
4.22E+02,1.274E+03,-1.120E+00,-7.788E+01,2.000E-02
4.23E+02,1.288E+03,-1.212E+00,-7.836E+01,2.000E-02
4.24E+02,1.303E+03,-1.344E+00,-7.864E+01,2.000E-02
4.25E+02,1.318E+03,-1.454E+00,-7.881E+01,2.000E-02
4.26E+02,1.334E+03,-1.472E+00,-7.869E+01,2.000E-02
4.27E+02,1.349E+03,-1.633E+00,-7.808E+01,2.000E-02
4.28E+02,1.365E+03,-1.732E+00,-7.905E+01,2.000E-02
4.29E+02,1.380E+03,-1.878E+00,-7.853E+01,2.000E-02
4.30E+02,1.396E+03,-1.916E+00,-7.938E+01,2.000E-02
4.31E+02,1.413E+03,-1.938E+00,-7.940E+01,2.000E-02
4.32E+02,1.429E+03,-2.113E+00,-7.903E+01,2.000E-02
4.33E+02,1.445E+03,-2.201E+00,-7.876E+01,2.000E-02
4.34E+02,1.462E+03,-2.316E+00,-7.965E+01,2.000E-02
4.35E+02,1.479E+03,-2.370E+00,-7.974E+01,2.000E-02
4.36E+02,1.496E+03,-2.465E+00,-8.006E+01,2.000E-02
4.37E+02,1.514E+03,-2.472E+00,-7.999E+01,2.000E-02
4.38E+02,1.531E+03,-2.664E+00,-8.011E+01,2.000E-02
4.39E+02,1.549E+03,-2.764E+00,-8.029E+01,2.000E-02
4.40E+02,1.567E+03,-2.907E+00,-8.020E+01,2.000E-02
4.41E+02,1.585E+03,-3.008E+00,-8.032E+01,2.000E-02
4.42E+02,1.603E+03,-3.044E+00,-8.108E+01,2.000E-02
4.43E+02,1.622E+03,-3.087E+00,-8.069E+01,2.000E-02
4.44E+02,1.641E+03,-3.139E+00,-8.131E+01,2.000E-02
4.45E+02,1.660E+03,-3.286E+00,-8.097E+01,2.000E-02
4.46E+02,1.679E+03,-3.463E+00,-8.092E+01,2.000E-02
4.47E+02,1.698E+03,-3.581E+00,-8.112E+01,2.000E-02
4.48E+02,1.718E+03,-3.680E+00,-8.124E+01,2.000E-02
4.49E+02,1.738E+03,-3.723E+00,-8.128E+01,2.000E-02
4.50E+02,1.758E+03,-3.793E+00,-8.108E+01,2.000E-02
4.51E+02,1.778E+03,-3.955E+00,-8.147E+01,2.000E-02
4.52E+02,1.799E+03,-3.949E+00,-8.180E+01,2.000E-02
4.53E+02,1.820E+03,-4.067E+00,-8.176E+01,2.000E-02
4.54E+02,1.841E+03,-4.164E+00,-8.167E+01,2.000E-02
4.55E+02,1.862E+03,-4.374E+00,-8.173E+01,2.000E-02
4.56E+02,1.884E+03,-4.406E+00,-8.240E+01,2.000E-02
4.57E+02,1.905E+03,-4.499E+00,-8.202E+01,2.000E-02
4.58E+02,1.928E+03,-4.621E+00,-8.171E+01,2.000E-02
4.59E+02,1.950E+03,-4.762E+00,-8.278E+01,2.000E-02
4.60E+02,1.972E+03,-4.774E+00,-8.258E+01,2.000E-02
4.61E+02,1.995E+03,-4.925E+00,-8.240E+01,2.000E-02
4.62E+02,2.018E+03,-5.003E+00,-8.254E+01,2.000E-02
4.63E+02,2.042E+03,-5.021E+00,-8.291E+01,2.000E-02
4.64E+02,2.065E+03,-5.229E+00,-8.260E+01,2.000E-02
4.65E+02,2.089E+03,-5.325E+00,-8.211E+01,2.000E-02
4.66E+02,2.113E+03,-5.224E+00,-8.311E+01,2.000E-02
4.67E+02,2.138E+03,-5.458E+00,-8.301E+01,2.000E-02
4.68E+02,2.163E+03,-5.713E+00,-8.292E+01,2.000E-02
4.69E+02,2.188E+03,-5.691E+00,-8.323E+01,2.000E-02
4.70E+02,2.213E+03,-5.810E+00,-8.364E+01,2.000E-02
4.71E+02,2.239E+03,-5.803E+00,-8.296E+01,2.000E-02
4.72E+02,2.265E+03,-5.944E+00,-8.357E+01,2.000E-02
4.73E+02,2.291E+03,-6.058E+00,-8.384E+01,2.000E-02
4.74E+02,2.317E+03,-6.138E+00,-8.460E+01,2.000E-02
4.75E+02,2.344E+03,-6.416E+00,-8.372E+01,2.000E-02
4.76E+02,2.371E+03,-6.275E+00,-8.426E+01,2.000E-02
4.77E+02,2.399E+03,-6.562E+00,-8.468E+01,2.000E-02
4.78E+02,2.427E+03,-6.551E+00,-8.367E+01,2.000E-02
4.79E+02,2.455E+03,-6.576E+00,-8.456E+01,2.000E-02
4.80E+02,2.483E+03,-6.723E+00,-8.423E+01,2.000E-02
4.81E+02,2.512E+03,-6.931E+00,-8.413E+01,2.000E-02
4.82E+02,2.541E+03,-6.961E+00,-8.356E+01,2.000E-02
4.83E+02,2.570E+03,-7.009E+00,-8.382E+01,2.000E-02
4.84E+02,2.600E+03,-7.263E+00,-8.493E+01,2.000E-02
4.85E+02,2.630E+03,-7.246E+00,-8.469E+01,2.000E-02
4.86E+02,2.661E+03,-7.354E+00,-8.444E+01,2.000E-02
4.87E+02,2.692E+03,-7.461E+00,-8.495E+01,2.000E-02
4.88E+02,2.723E+03,-7.523E+00,-8.411E+01,2.000E-02
4.89E+02,2.754E+03,-7.658E+00,-8.442E+01,2.000E-02
4.90E+02,2.786E+03,-7.735E+00,-8.483E+01,2.000E-02
4.91E+02,2.818E+03,-7.840E+00,-8.528E+01,2.000E-02
4.92E+02,2.851E+03,-7.850E+00,-8.523E+01,2.000E-02
4.93E+02,2.884E+03,-8.046E+00,-8.445E+01,2.000E-02
4.94E+02,2.917E+03,-8.052E+00,-8.459E+01,2.000E-02
4.95E+02,2.951E+03,-8.239E+00,-8.482E+01,2.000E-02
4.96E+02,2.985E+03,-8.330E+00,-8.483E+01,2.000E-02
4.97E+02,3.020E+03,-8.399E+00,-8.537E+01,2.000E-02
4.98E+02,3.055E+03,-8.489E+00,-8.501E+01,2.000E-02
4.99E+02,3.090E+03,-8.578E+00,-8.609E+01,2.000E-02
5.00E+02,3.126E+03,-8.750E+00,-8.538E+01,2.000E-02
5.01E+02,3.162E+03,-8.661E+00,-8.524E+01,2.000E-02
5.02E+02,3.199E+03,-8.953E+00,-8.591E+01,2.000E-02
5.03E+02,3.236E+03,-8.991E+00,-8.550E+01,2.000E-02
5.04E+02,3.273E+03,-9.177E+00,-8.545E+01,2.000E-02
5.05E+02,3.311E+03,-9.266E+00,-8.612E+01,2.000E-02
5.06E+02,3.350E+03,-9.369E+00,-8.495E+01,2.000E-02
5.07E+02,3.388E+03,-9.314E+00,-8.658E+01,2.000E-02
5.08E+02,3.428E+03,-9.499E+00,-8.610E+01,2.000E-02
5.09E+02,3.467E+03,-9.601E+00,-8.641E+01,2.000E-02
5.10E+02,3.508E+03,-9.681E+00,-8.587E+01,2.000E-02
5.11E+02,3.548E+03,-9.804E+00,-8.606E+01,2.000E-02
5.12E+02,3.589E+03,-9.815E+00,-8.647E+01,2.000E-02
5.13E+02,3.631E+03,-1.000E+01,-8.692E+01,2.000E-02
5.14E+02,3.673E+03,-1.009E+01,-8.772E+01,2.000E-02
5.15E+02,3.715E+03,-1.020E+01,-8.749E+01,2.000E-02
5.16E+02,3.758E+03,-1.038E+01,-8.700E+01,2.000E-02
5.17E+02,3.802E+03,-1.052E+01,-8.709E+01,2.000E-02
5.18E+02,3.846E+03,-1.052E+01,-8.652E+01,2.000E-02
5.19E+02,3.890E+03,-1.055E+01,-8.683E+01,2.000E-02
5.20E+02,3.936E+03,-1.071E+01,-8.640E+01,2.000E-02
5.21E+02,3.981E+03,-1.082E+01,-8.649E+01,2.000E-02
5.22E+02,4.027E+03,-1.089E+01,-8.673E+01,2.000E-02
5.23E+02,4.074E+03,-1.099E+01,-8.683E+01,2.000E-02
5.24E+02,4.121E+03,-1.111E+01,-8.695E+01,2.000E-02
5.25E+02,4.169E+03,-1.111E+01,-8.672E+01,2.000E-02
5.26E+02,4.217E+03,-1.154E+01,-8.862E+01,2.000E-02
5.27E+02,4.266E+03,-1.132E+01,-8.789E+01,2.000E-02
5.28E+02,4.315E+03,-1.167E+01,-8.618E+01,2.000E-02
5.29E+02,4.365E+03,-1.155E+01,-8.748E+01,2.000E-02
5.30E+02,4.416E+03,-1.150E+01,-8.756E+01,2.000E-02
5.31E+02,4.467E+03,-1.179E+01,-8.801E+01,2.000E-02
5.32E+02,4.519E+03,-1.210E+01,-8.749E+01,2.000E-02
5.33E+02,4.571E+03,-1.179E+01,-8.813E+01,2.000E-02
5.34E+02,4.624E+03,-1.196E+01,-8.915E+01,2.000E-02
5.35E+02,4.677E+03,-1.212E+01,-8.717E+01,2.000E-02
5.36E+02,4.732E+03,-1.227E+01,-8.669E+01,2.000E-02
5.37E+02,4.786E+03,-1.238E+01,-8.725E+01,2.000E-02
5.38E+02,4.842E+03,-1.252E+01,-8.848E+01,2.000E-02
5.39E+02,4.898E+03,-1.260E+01,-8.760E+01,2.000E-02
5.40E+02,4.955E+03,-1.267E+01,-8.639E+01,2.000E-02
5.41E+02,5.012E+03,-1.265E+01,-8.736E+01,2.000E-02
5.42E+02,5.070E+03,-1.282E+01,-8.650E+01,2.000E-02
5.43E+02,5.129E+03,-1.280E+01,-8.959E+01,2.000E-02
5.44E+02,5.188E+03,-1.329E+01,-8.769E+01,2.000E-02
5.45E+02,5.248E+03,-1.321E+01,-8.873E+01,2.000E-02
5.46E+02,5.309E+03,-1.340E+01,-8.899E+01,2.000E-02
5.47E+02,5.370E+03,-1.338E+01,-8.993E+01,2.000E-02
5.48E+02,5.433E+03,-1.343E+01,-8.843E+01,2.000E-02
5.49E+02,5.495E+03,-1.376E+01,-8.727E+01,2.000E-02
5.50E+02,5.559E+03,-1.376E+01,-8.718E+01,2.000E-02
5.51E+02,5.623E+03,-1.368E+01,-8.924E+01,2.000E-02
5.52E+02,5.689E+03,-1.371E+01,-8.856E+01,2.000E-02
5.53E+02,5.754E+03,-1.376E+01,-8.832E+01,2.000E-02
5.54E+02,5.821E+03,-1.405E+01,-8.716E+01,2.000E-02
5.55E+02,5.888E+03,-1.419E+01,-8.843E+01,2.000E-02
5.56E+02,5.957E+03,-1.423E+01,-8.900E+01,2.000E-02
5.57E+02,6.026E+03,-1.425E+01,-8.830E+01,2.000E-02
5.58E+02,6.095E+03,-1.463E+01,-8.838E+01,2.000E-02
5.59E+02,6.166E+03,-1.458E+01,-9.036E+01,2.000E-02
5.60E+02,6.237E+03,-1.450E+01,-8.855E+01,2.000E-02
5.61E+02,6.310E+03,-1.453E+01,-9.138E+01,2.000E-02
5.62E+02,6.383E+03,-1.476E+01,-8.979E+01,2.000E-02
5.63E+02,6.457E+03,-1.526E+01,-8.881E+01,2.000E-02
5.64E+02,6.531E+03,-1.501E+01,-8.983E+01,2.000E-02
5.65E+02,6.607E+03,-1.529E+01,-8.958E+01,2.000E-02
5.66E+02,6.683E+03,-1.516E+01,-9.183E+01,2.000E-02
5.67E+02,6.761E+03,-1.529E+01,-9.013E+01,2.000E-02
5.68E+02,6.839E+03,-1.550E+01,-8.910E+01,2.000E-02
5.69E+02,6.918E+03,-1.552E+01,-8.889E+01,2.000E-02
5.70E+02,6.998E+03,-1.579E+01,-9.119E+01,2.000E-02
5.71E+02,7.079E+03,-1.570E+01,-9.087E+01,2.000E-02
5.72E+02,7.161E+03,-1.578E+01,-9.004E+01,2.000E-02
5.73E+02,7.244E+03,-1.614E+01,-9.018E+01,2.000E-02
5.74E+02,7.328E+03,-1.606E+01,-8.906E+01,2.000E-02
5.75E+02,7.413E+03,-1.612E+01,-8.914E+01,2.000E-02
5.76E+02,7.499E+03,-1.604E+01,-8.952E+01,2.000E-02
5.77E+02,7.586E+03,-1.632E+01,-9.024E+01,2.000E-02
5.78E+02,7.674E+03,-1.610E+01,-9.045E+01,2.000E-02
5.79E+02,7.762E+03,-1.642E+01,-9.080E+01,2.000E-02
5.80E+02,7.852E+03,-1.645E+01,-9.128E+01,2.000E-02
5.81E+02,7.943E+03,-1.675E+01,-9.175E+01,2.000E-02
5.82E+02,8.035E+03,-1.675E+01,-8.995E+01,2.000E-02
5.83E+02,8.128E+03,-1.694E+01,-9.002E+01,2.000E-02
5.84E+02,8.222E+03,-1.693E+01,-8.953E+01,2.000E-02
5.85E+02,8.318E+03,-1.699E+01,-8.983E+01,2.000E-02
5.86E+02,8.414E+03,-1.679E+01,-9.015E+01,2.000E-02
5.87E+02,8.511E+03,-1.696E+01,-8.742E+01,2.000E-02
5.88E+02,8.610E+03,-1.718E+01,-9.220E+01,2.000E-02
5.89E+02,8.710E+03,-1.768E+01,-8.756E+01,2.000E-02
5.90E+02,8.810E+03,-1.772E+01,-8.930E+01,2.000E-02
5.91E+02,8.913E+03,-1.797E+01,-9.013E+01,2.000E-02
5.92E+02,9.016E+03,-1.781E+01,-9.093E+01,2.000E-02
5.93E+02,9.120E+03,-1.799E+01,-9.036E+01,2.000E-02
5.94E+02,9.226E+03,-1.784E+01,-9.213E+01,2.000E-02
5.95E+02,9.333E+03,-1.804E+01,-9.045E+01,2.000E-02
5.96E+02,9.441E+03,-1.818E+01,-8.860E+01,2.000E-02
5.97E+02,9.550E+03,-1.807E+01,-8.726E+01,2.000E-02
5.98E+02,9.661E+03,-1.860E+01,-9.213E+01,2.000E-02
5.99E+02,9.772E+03,-1.873E+01,-9.101E+01,2.000E-02
6.00E+02,9.886E+03,-1.862E+01,-9.257E+01,2.000E-02
6.01E+02,1.000E+04,-1.860E+01,-9.036E+01,2.000E-02
